name,number,from,to,departure_time,arrival_time,price,duration_hours,link,
Akasa Air,AK3046,Delhi,Lucknow,08:00,09:06,4230,1.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK7313,Bangalore,Pune,07:30,10:00,6807,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI7605,Lucknow,Guwahati,16:15,17:45,4989,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP6927,Chandigarh,Kolkata,13:00,14:36,4030,1.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP8087,Lucknow,Pune,11:00,12:18,4856,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI2081,Goa,Mumbai,16:15,19:15,8928,3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI5820,Delhi,Ahmedabad,17:00,18:42,4843,1.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI4677,Kolkata,Kochi,13:00,16:12,11913,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI1780,Chennai,Kolkata,06:30,08:00,4234,1.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN637,Guwahati,Bangalore,11:00,12:30,5956,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN8499,Kolkata,Lucknow,07:45,09:15,4260,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK204,Chandigarh,Srinagar,16:30,19:42,11164,3.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN9559,Chandigarh,Srinagar,00:15,02:33,8604,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP2664,Kolkata,Chandigarh,09:00,10:06,3555,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK7404,Pune,Mumbai,19:30,21:30,5114,2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI129,Hyderabad,Chennai,21:15,22:45,5391,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP6057,Delhi,Lucknow,17:00,18:24,4610,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK3652,Chandigarh,Ahmedabad,03:45,06:21,7420,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI875,Chennai,Kochi,13:15,15:15,7882,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK6140,Mumbai,Hyderabad,23:45,00:57,3061,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK2259,Hyderabad,Kolkata,14:00,15:12,3987,1.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK2751,Ahmedabad,Chandigarh,09:15,11:21,8022,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP4160,Bangalore,Kochi,11:30,13:18,5126,1.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI8982,Guwahati,Lucknow,11:00,12:18,3903,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Akasa Air,AK2897,Guwahati,Goa,11:00,13:30,6725,2.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI1725,Srinagar,Goa,17:30,20:42,8726,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN3696,Lucknow,Guwahati,06:15,09:45,11462,3.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN9208,Kochi,Lucknow,09:45,11:45,5818,2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK4403,Delhi,Pune,09:45,13:09,11675,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI9570,Lucknow,Mumbai,22:15,00:39,7987,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP1860,Kochi,Kolkata,01:00,02:48,5536,1.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK7733,Kolkata,Chennai,00:45,01:51,3747,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP1612,Kolkata,Delhi,11:00,13:30,8442,2.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK3344,Srinagar,Mumbai,05:45,07:57,6008,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP6321,Srinagar,Guwahati,19:45,21:03,3669,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI8444,Mumbai,Delhi,14:45,17:21,6809,2.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI4585,Jaipur,Guwahati,03:45,05:21,5470,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP7565,Mumbai,Lucknow,01:15,04:39,10594,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI761,Chennai,Jaipur,16:15,18:15,5560,2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK1111,Jaipur,Srinagar,11:00,13:24,8409,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI2152,Jaipur,Pune,06:30,09:42,8796,3.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK1025,Pune,Goa,10:30,12:06,6041,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK2750,Hyderabad,Bangalore,21:15,23:09,7204,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN7036,Pune,Chennai,14:00,15:12,3474,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI7192,Chennai,Delhi,19:15,22:09,8662,2.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI7066,Bangalore,Mumbai,18:30,21:54,10016,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP9564,Lucknow,Hyderabad,22:45,01:21,7204,2.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI4954,Pune,Goa,17:00,19:54,10480,2.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN418,Goa,Guwahati,19:30,21:54,8776,2.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI461,Jaipur,Ahmedabad,08:30,12:00,9775,3.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI9864,Kochi,Jaipur,16:15,18:27,6210,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK4978,Hyderabad,Mumbai,08:30,09:48,4646,1.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI3326,Mumbai,Kolkata,16:30,19:42,11417,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI9338,Srinagar,Chennai,18:45,21:21,9167,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI8343,Jaipur,Pune,19:00,20:24,4306,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN5123,Hyderabad,Delhi,22:45,01:15,9192,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
AirAsia India,AI1262,Jaipur,Kochi,19:15,21:21,7387,2.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI8666,Kolkata,Jaipur,11:30,14:36,10924,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK4558,Srinagar,Kolkata,22:15,00:03,5360,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN7322,Chennai,Goa,22:30,23:30,3880,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI5456,Guwahati,Jaipur,04:45,06:57,7843,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI3521,Delhi,Chandigarh,22:30,00:06,6268,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK6558,Goa,Chennai,17:30,20:36,11448,3.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI4072,Ahmedabad,Lucknow,22:15,00:03,5256,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Vistara,VI1933,Guwahati,Mumbai,18:15,20:33,8167,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK3362,Chennai,Ahmedabad,13:45,17:03,12586,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI8976,Ahmedabad,Kochi,18:45,22:09,10230,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP4453,Delhi,Pune,09:00,10:42,5924,1.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI9747,Guwahati,Lucknow,08:30,09:54,3959,1.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI9919,Lucknow,Mumbai,08:45,12:03,8580,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK9137,Guwahati,Bangalore,13:15,14:39,5226,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI1061,Jaipur,Mumbai,11:15,13:33,6352,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI4245,Mumbai,Lucknow,14:15,15:57,5348,1.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI4445,Chennai,Hyderabad,22:45,01:33,9769,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK9690,Chennai,Delhi,16:15,18:45,7877,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI6957,Chandigarh,Mumbai,20:00,23:30,11592,3.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP4920,Bangalore,Chandigarh,04:15,06:27,7158,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP3698,Chandigarh,Bangalore,07:45,10:33,9186,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK9215,Jaipur,Hyderabad,12:45,14:09,4690,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN9106,Guwahati,Bangalore,13:45,16:57,9190,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Akasa Air,AK783,Hyderabad,Kochi,20:15,21:45,3850,1.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP9532,Delhi,Hyderabad,04:15,05:27,3710,1.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI1500,Lucknow,Goa,16:45,19:51,9693,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN9695,Srinagar,Ahmedabad,03:30,05:24,5605,1.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI4193,Goa,Guwahati,05:45,07:57,6859,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI1841,Lucknow,Ahmedabad,03:00,04:24,4646,1.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI9342,Pune,Hyderabad,05:15,06:51,6396,1.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK638,Srinagar,Kolkata,01:30,03:00,4977,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP8019,Kolkata,Lucknow,01:15,03:51,6552,2.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK2486,Mumbai,Chennai,04:15,06:33,7247,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN8295,Jaipur,Guwahati,21:30,23:42,6111,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP4988,Goa,Bangalore,00:45,02:15,4531,1.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI3395,Delhi,Jaipur,13:30,14:48,5193,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN2140,Ahmedabad,Kochi,02:30,06:00,10598,3.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI5075,Hyderabad,Guwahati,05:30,08:48,13190,3.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI9488,Goa,Hyderabad,18:00,20:18,6842,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP9623,Pune,Chandigarh,08:00,09:24,3781,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK5160,Jaipur,Chennai,09:00,12:12,10886,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI3884,Lucknow,Chennai,11:30,13:24,6351,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI626,Kolkata,Hyderabad,10:00,13:06,9129,3.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI9028,Chennai,Srinagar,10:45,14:09,10937,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN4256,Mumbai,Guwahati,02:45,04:45,7142,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN2125,Lucknow,Guwahati,10:30,12:12,4712,1.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI7426,Delhi,Bangalore,09:30,11:12,5615,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI7513,Chandigarh,Kochi,00:30,02:24,5576,1.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN5354,Jaipur,Chennai,15:45,17:39,6528,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI6915,Guwahati,Kolkata,04:00,06:48,8820,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI765,Srinagar,Pune,17:00,18:12,3078,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI8782,Jaipur,Chennai,19:30,21:42,7684,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI233,Delhi,Srinagar,17:15,19:03,6517,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI1155,Kochi,Hyderabad,04:30,05:30,3486,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN6031,Hyderabad,Jaipur,00:30,03:54,13249,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
AirAsia India,AI5248,Jaipur,Mumbai,13:45,16:09,8438,2.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK4009,Pune,Goa,17:30,19:00,5170,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI7712,Hyderabad,Bangalore,12:15,14:21,7545,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP194,Guwahati,Ahmedabad,20:00,22:36,6710,2.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK8845,Chennai,Kochi,04:45,07:15,7965,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI1716,Pune,Chennai,01:00,02:54,5939,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI1819,Guwahati,Pune,04:15,06:03,6517,1.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN3492,Chennai,Chandigarh,10:00,13:18,9936,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Akasa Air,AK6274,Mumbai,Goa,04:15,05:57,6177,1.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK3335,Kochi,Srinagar,08:15,10:39,8390,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI7398,Srinagar,Kochi,04:00,07:30,10430,3.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI8366,Chennai,Goa,21:45,23:39,6553,1.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI5569,Kolkata,Ahmedabad,13:15,15:45,8617,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP412,Srinagar,Hyderabad,23:00,02:06,12220,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK2684,Kolkata,Chandigarh,20:30,00:00,11144,3.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN6373,Chennai,Jaipur,11:00,12:18,4660,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN1082,Guwahati,Hyderabad,20:45,22:51,7507,2.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI5014,Ahmedabad,Mumbai,08:45,09:51,4257,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK3014,Delhi,Bangalore,10:00,13:30,9044,3.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN7365,Hyderabad,Pune,15:30,16:42,4327,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK2551,Pune,Chennai,15:00,16:12,4458,1.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP3633,Srinagar,Goa,03:15,05:15,7802,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI462,Goa,Ahmedabad,03:00,06:00,7701,3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN1660,Chandigarh,Lucknow,19:45,22:03,7143,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN7901,Guwahati,Jaipur,16:15,18:15,5642,2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI8530,Pune,Mumbai,11:00,12:48,6033,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI9875,Chandigarh,Jaipur,15:45,17:21,5392,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI7989,Lucknow,Hyderabad,16:30,19:12,10046,2.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI4842,Chennai,Srinagar,03:45,05:27,5043,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI6392,Chennai,Bangalore,12:00,14:36,6796,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI7527,Bangalore,Hyderabad,02:30,05:06,9711,2.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI6717,Ahmedabad,Goa,09:00,10:30,4461,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI7540,Ahmedabad,Hyderabad,02:15,04:09,6973,1.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP3176,Bangalore,Srinagar,17:45,21:09,11845,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK524,Mumbai,Goa,04:45,06:15,4522,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK1314,Srinagar,Kolkata,02:00,03:06,3592,1.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI6108,Delhi,Hyderabad,03:00,06:00,7866,3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI2042,Delhi,Jaipur,07:00,09:06,7778,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP3030,Delhi,Jaipur,11:30,12:30,3234,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP5818,Kolkata,Srinagar,14:30,16:06,4968,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP1637,Hyderabad,Guwahati,20:15,22:27,6980,2.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK3314,Lucknow,Bangalore,22:30,23:36,4372,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI6392,Ahmedabad,Guwahati,21:15,23:21,7730,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK3245,Ahmedabad,Lucknow,04:45,06:03,3721,1.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN3686,Jaipur,Ahmedabad,07:15,09:15,7470,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI6527,Guwahati,Delhi,09:30,12:48,10850,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN996,Delhi,Kochi,17:45,20:33,8713,2.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI6560,Lucknow,Kolkata,22:00,23:30,5829,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Vistara,VI6051,Chennai,Chandigarh,10:15,12:57,8294,2.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP8049,Chandigarh,Guwahati,10:15,12:09,7126,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI8634,Bangalore,Guwahati,09:00,11:42,10551,2.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN4286,Chennai,Jaipur,17:15,19:51,6721,2.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI8110,Guwahati,Ahmedabad,08:15,10:33,7849,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI868,Lucknow,Jaipur,08:30,11:12,9080,2.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP9996,Hyderabad,Chennai,09:30,11:54,6628,2.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK7104,Delhi,Chandigarh,19:30,22:30,10446,3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
AirAsia India,AI5918,Chennai,Jaipur,09:00,12:06,11439,3.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI138,Pune,Ahmedabad,03:15,05:39,9151,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI8793,Mumbai,Delhi,14:15,15:33,3619,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI6321,Mumbai,Chennai,19:15,20:21,2773,1.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN4976,Ahmedabad,Delhi,03:15,05:15,6564,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI9685,Hyderabad,Lucknow,14:30,15:42,3303,1.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI9845,Hyderabad,Chandigarh,02:45,03:57,4130,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI7898,Delhi,Chennai,19:45,23:03,12074,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Akasa Air,AK5659,Bangalore,Kolkata,22:45,00:51,6043,2.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI9654,Ahmedabad,Lucknow,06:30,07:42,3724,1.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN3063,Ahmedabad,Jaipur,21:00,00:12,12521,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
